max_s11 min_s11 max_s22 min_s22 max_s12 min_s12 max_e11 min_e11 max_e22 min_e22 max_e12 min_e12
1.105335311889648438e+02 9.561595153808593750e+01 1.148201065063476562e+02 9.577511596679687500e+01 6.032176494598388672e+00 -7.406528472900390625e+00 1.105335311889648438e+02 9.561595153808593750e+01 1.148201065063476562e+02 9.577511596679687500e+01 6.032176494598388672e+00 -7.406528472900390625e+00
1.052579421997070312e+02 9.727342987060546875e+01 1.037804336547851562e+02 9.730741119384765625e+01 2.782849073410034180e+00 -2.736082315444946289e+00 1.052579421997070312e+02 9.727342987060546875e+01 1.037804336547851562e+02 9.730741119384765625e+01 2.782849073410034180e+00 -2.736082315444946289e+00
1.108509826660156250e+02 9.561804962158203125e+01 1.118704071044921875e+02 9.537338256835937500e+01 4.673840999603271484e+00 -4.685462474822998047e+00 1.108509826660156250e+02 9.561804962158203125e+01 1.118704071044921875e+02 9.537338256835937500e+01 4.673840999603271484e+00 -4.685462474822998047e+00
1.133984146118164062e+02 9.624452972412109375e+01 1.042430191040039062e+02 9.588294219970703125e+01 4.751404285430908203e+00 -2.947694778442382812e+00 1.133984146118164062e+02 9.624452972412109375e+01 1.042430191040039062e+02 9.588294219970703125e+01 4.751404285430908203e+00 -2.947694778442382812e+00
1.106250076293945312e+02 9.608386993408203125e+01 1.068750305175781250e+02 9.604345703125000000e+01 5.264542579650878906e+00 -4.711890220642089844e+00 1.106250076293945312e+02 9.608386993408203125e+01 1.068750305175781250e+02 9.604345703125000000e+01 5.264542579650878906e+00 -4.711890220642089844e+00
1.049541854858398438e+02 9.676119995117187500e+01 1.057697601318359375e+02 9.681867218017578125e+01 2.707325696945190430e+00 -2.926084995269775391e+00 1.049541854858398438e+02 9.676119995117187500e+01 1.057697601318359375e+02 9.681867218017578125e+01 2.707325696945190430e+00 -2.926084995269775391e+00
1.074481887817382812e+02 9.680318450927734375e+01 1.059703292846679688e+02 9.674993133544921875e+01 2.987505674362182617e+00 -3.210058450698852539e+00 1.074481887817382812e+02 9.680318450927734375e+01 1.059703292846679688e+02 9.674993133544921875e+01 2.987505674362182617e+00 -3.210058450698852539e+00
1.070302734375000000e+02 9.685086822509765625e+01 1.077566757202148438e+02 9.634528350830078125e+01 4.041006088256835938e+00 -3.459100008010864258e+00 1.070302734375000000e+02 9.685086822509765625e+01 1.077566757202148438e+02 9.634528350830078125e+01 4.041006088256835938e+00 -3.459100008010864258e+00
1.113218841552734375e+02 9.587781524658203125e+01 1.106409149169921875e+02 9.599662017822265625e+01 4.075889587402343750e+00 -4.220588684082031250e+00 1.113218841552734375e+02 9.587781524658203125e+01 1.106409149169921875e+02 9.599662017822265625e+01 4.075889587402343750e+00 -4.220588684082031250e+00
1.055493392944335938e+02 9.650499725341796875e+01 1.068951416015625000e+02 9.632171630859375000e+01 4.328006744384765625e+00 -4.111462593078613281e+00 1.055493392944335938e+02 9.650499725341796875e+01 1.068951416015625000e+02 9.632171630859375000e+01 4.328006744384765625e+00 -4.111462593078613281e+00
1.151442642211914062e+02 9.610252380371093750e+01 1.092177276611328125e+02 9.606069946289062500e+01 3.646584510803222656e+00 -5.260461807250976562e+00 1.151442642211914062e+02 9.610252380371093750e+01 1.092177276611328125e+02 9.606069946289062500e+01 3.646584510803222656e+00 -5.260461807250976562e+00
1.052550201416015625e+02 9.626180267333984375e+01 1.116895675659179688e+02 9.617452239990234375e+01 3.527930974960327148e+00 -4.354246616363525391e+00 1.052550201416015625e+02 9.626180267333984375e+01 1.116895675659179688e+02 9.617452239990234375e+01 3.527930974960327148e+00 -4.354246616363525391e+00
1.069514846801757812e+02 9.711758422851562500e+01 1.094042358398437500e+02 9.682658386230468750e+01 4.383506298065185547e+00 -2.991532564163208008e+00 1.069514846801757812e+02 9.711758422851562500e+01 1.094042358398437500e+02 9.682658386230468750e+01 4.383506298065185547e+00 -2.991532564163208008e+00
1.081221237182617188e+02 9.634335327148437500e+01 1.049725952148437500e+02 9.692784881591796875e+01 3.439128875732421875e+00 -4.365701675415039062e+00 1.081221237182617188e+02 9.634335327148437500e+01 1.049725952148437500e+02 9.692784881591796875e+01 3.439128875732421875e+00 -4.365701675415039062e+00
1.085502166748046875e+02 9.622880554199218750e+01 1.075154113769531250e+02 9.634168243408203125e+01 3.955157756805419922e+00 -5.501704216003417969e+00 1.085502166748046875e+02 9.622880554199218750e+01 1.075154113769531250e+02 9.634168243408203125e+01 3.955157756805419922e+00 -5.501704216003417969e+00
1.101295928955078125e+02 9.632294464111328125e+01 1.049072341918945312e+02 9.676192474365234375e+01 3.022743463516235352e+00 -4.013467788696289062e+00 1.101295928955078125e+02 9.632294464111328125e+01 1.049072341918945312e+02 9.676192474365234375e+01 3.022743463516235352e+00 -4.013467788696289062e+00
1.048910751342773438e+02 9.708766174316406250e+01 1.050172042846679688e+02 9.701392364501953125e+01 3.867395162582397461e+00 -2.614089250564575195e+00 1.048910751342773438e+02 9.708766174316406250e+01 1.050172042846679688e+02 9.701392364501953125e+01 3.867395162582397461e+00 -2.614089250564575195e+00
1.053218383789062500e+02 9.659994506835937500e+01 1.097551116943359375e+02 9.668833923339843750e+01 3.613839626312255859e+00 -2.774791479110717773e+00 1.053218383789062500e+02 9.659994506835937500e+01 1.097551116943359375e+02 9.668833923339843750e+01 3.613839626312255859e+00 -2.774791479110717773e+00
1.072380447387695312e+02 9.653564453125000000e+01 1.071183776855468750e+02 9.663514709472656250e+01 5.296474456787109375e+00 -2.984917879104614258e+00 1.072380447387695312e+02 9.653564453125000000e+01 1.071183776855468750e+02 9.663514709472656250e+01 5.296474456787109375e+00 -2.984917879104614258e+00
1.081590881347656250e+02 9.670116424560546875e+01 1.042522125244140625e+02 9.670492553710937500e+01 3.195687294006347656e+00 -4.237689495086669922e+00 1.081590881347656250e+02 9.670116424560546875e+01 1.042522125244140625e+02 9.670492553710937500e+01 3.195687294006347656e+00 -4.237689495086669922e+00
1.090531539916992188e+02 9.597621154785156250e+01 1.053623809814453125e+02 9.428329467773437500e+01 3.813346862792968750e+00 -2.915013551712036133e+00 1.090531539916992188e+02 9.597621154785156250e+01 1.053623809814453125e+02 9.428329467773437500e+01 3.813346862792968750e+00 -2.915013551712036133e+00
1.103095092773437500e+02 9.556394195556640625e+01 1.117253112792968750e+02 9.551611328125000000e+01 3.703135967254638672e+00 -7.400171279907226562e+00 1.103095092773437500e+02 9.556394195556640625e+01 1.117253112792968750e+02 9.551611328125000000e+01 3.703135967254638672e+00 -7.400171279907226562e+00
1.082324218750000000e+02 9.637931823730468750e+01 1.104045791625976562e+02 9.640504455566406250e+01 3.294370174407958984e+00 -4.385796070098876953e+00 1.082324218750000000e+02 9.637931823730468750e+01 1.104045791625976562e+02 9.640504455566406250e+01 3.294370174407958984e+00 -4.385796070098876953e+00
1.113275299072265625e+02 9.675984954833984375e+01 1.047856369018554688e+02 9.516429138183593750e+01 3.412271738052368164e+00 -2.679086208343505859e+00 1.113275299072265625e+02 9.675984954833984375e+01 1.047856369018554688e+02 9.516429138183593750e+01 3.412271738052368164e+00 -2.679086208343505859e+00
1.036138000488281250e+02 9.720133209228515625e+01 1.056495666503906250e+02 9.717588043212890625e+01 2.546485424041748047e+00 -2.582990407943725586e+00 1.036138000488281250e+02 9.720133209228515625e+01 1.056495666503906250e+02 9.717588043212890625e+01 2.546485424041748047e+00 -2.582990407943725586e+00
1.134874343872070312e+02 9.622583007812500000e+01 1.071472396850585938e+02 9.590697479248046875e+01 3.670309782028198242e+00 -6.530999660491943359e+00 1.134874343872070312e+02 9.622583007812500000e+01 1.071472396850585938e+02 9.590697479248046875e+01 3.670309782028198242e+00 -6.530999660491943359e+00
1.048309402465820312e+02 9.688896179199218750e+01 1.063590545654296875e+02 9.689499664306640625e+01 3.396024703979492188e+00 -3.228961706161499023e+00 1.048309402465820312e+02 9.688896179199218750e+01 1.063590545654296875e+02 9.689499664306640625e+01 3.396024703979492188e+00 -3.228961706161499023e+00
1.110278778076171875e+02 9.606283569335937500e+01 1.069057617187500000e+02 9.612683868408203125e+01 5.891459941864013672e+00 -3.830143213272094727e+00 1.110278778076171875e+02 9.606283569335937500e+01 1.069057617187500000e+02 9.612683868408203125e+01 5.891459941864013672e+00 -3.830143213272094727e+00
1.047986984252929688e+02 9.712799072265625000e+01 1.037657089233398438e+02 9.715783691406250000e+01 3.499836206436157227e+00 -2.736308813095092773e+00 1.047986984252929688e+02 9.712799072265625000e+01 1.037657089233398438e+02 9.715783691406250000e+01 3.499836206436157227e+00 -2.736308813095092773e+00
1.054626922607421875e+02 9.682741546630859375e+01 1.085630493164062500e+02 9.641262054443359375e+01 2.704956054687500000e+00 -4.856998920440673828e+00 1.054626922607421875e+02 9.682741546630859375e+01 1.085630493164062500e+02 9.641262054443359375e+01 2.704956054687500000e+00 -4.856998920440673828e+00
1.073360290527343750e+02 9.549012756347656250e+01 1.124074859619140625e+02 9.644925689697265625e+01 4.896774768829345703e+00 -5.380747318267822266e+00 1.073360290527343750e+02 9.549012756347656250e+01 1.124074859619140625e+02 9.644925689697265625e+01 4.896774768829345703e+00 -5.380747318267822266e+00
1.067843627929687500e+02 9.641658020019531250e+01 1.069410018920898438e+02 9.620754241943359375e+01 5.179871082305908203e+00 -2.955833196640014648e+00 1.067843627929687500e+02 9.641658020019531250e+01 1.069410018920898438e+02 9.620754241943359375e+01 5.179871082305908203e+00 -2.955833196640014648e+00
1.076703109741210938e+02 9.646147155761718750e+01 1.058982467651367188e+02 9.643199157714843750e+01 3.479008913040161133e+00 -3.727626323699951172e+00 1.076703109741210938e+02 9.646147155761718750e+01 1.058982467651367188e+02 9.643199157714843750e+01 3.479008913040161133e+00 -3.727626323699951172e+00
1.093800201416015625e+02 9.685177612304687500e+01 1.039534378051757812e+02 9.703475189208984375e+01 3.097434043884277344e+00 -3.489425659179687500e+00 1.093800201416015625e+02 9.685177612304687500e+01 1.039534378051757812e+02 9.703475189208984375e+01 3.097434043884277344e+00 -3.489425659179687500e+00
1.047656173706054688e+02 9.677090454101562500e+01 1.049785766601562500e+02 9.678650665283203125e+01 3.371665000915527344e+00 -2.732953548431396484e+00 1.047656173706054688e+02 9.677090454101562500e+01 1.049785766601562500e+02 9.678650665283203125e+01 3.371665000915527344e+00 -2.732953548431396484e+00
1.043826293945312500e+02 9.698757934570312500e+01 1.080329132080078125e+02 9.664873504638671875e+01 3.021901845932006836e+00 -3.015927553176879883e+00 1.043826293945312500e+02 9.698757934570312500e+01 1.080329132080078125e+02 9.664873504638671875e+01 3.021901845932006836e+00 -3.015927553176879883e+00
1.051921157836914062e+02 9.715082550048828125e+01 1.051759490966796875e+02 9.714063262939453125e+01 2.577144384384155273e+00 -4.521317958831787109e+00 1.051921157836914062e+02 9.715082550048828125e+01 1.051759490966796875e+02 9.714063262939453125e+01 2.577144384384155273e+00 -4.521317958831787109e+00
1.061985549926757812e+02 9.687474060058593750e+01 1.070802612304687500e+02 9.679611206054687500e+01 4.655853748321533203e+00 -4.289704322814941406e+00 1.061985549926757812e+02 9.687474060058593750e+01 1.070802612304687500e+02 9.679611206054687500e+01 4.655853748321533203e+00 -4.289704322814941406e+00
1.040664062500000000e+02 9.729508972167968750e+01 1.040492477416992188e+02 9.700595855712890625e+01 2.738113880157470703e+00 -3.251136302947998047e+00 1.040664062500000000e+02 9.729508972167968750e+01 1.040492477416992188e+02 9.700595855712890625e+01 2.738113880157470703e+00 -3.251136302947998047e+00
1.054360198974609375e+02 9.702170562744140625e+01 1.043974761962890625e+02 9.704169464111328125e+01 3.024876832962036133e+00 -2.735265016555786133e+00 1.054360198974609375e+02 9.702170562744140625e+01 1.043974761962890625e+02 9.704169464111328125e+01 3.024876832962036133e+00 -2.735265016555786133e+00
1.063171386718750000e+02 9.696872711181640625e+01 1.131156005859375000e+02 9.657209777832031250e+01 4.680449008941650391e+00 -2.978134393692016602e+00 1.063171386718750000e+02 9.696872711181640625e+01 1.131156005859375000e+02 9.657209777832031250e+01 4.680449008941650391e+00 -2.978134393692016602e+00
1.082223587036132812e+02 9.606732177734375000e+01 1.128362426757812500e+02 9.609465026855468750e+01 4.052964687347412109e+00 -7.321806430816650391e+00 1.082223587036132812e+02 9.606732177734375000e+01 1.128362426757812500e+02 9.609465026855468750e+01 4.052964687347412109e+00 -7.321806430816650391e+00
1.089390640258789062e+02 9.640311431884765625e+01 1.164769515991210938e+02 9.626061248779296875e+01 4.498370647430419922e+00 -6.009410858154296875e+00 1.089390640258789062e+02 9.640311431884765625e+01 1.164769515991210938e+02 9.626061248779296875e+01 4.498370647430419922e+00 -6.009410858154296875e+00
1.115678710937500000e+02 9.524330139160156250e+01 1.116616821289062500e+02 9.527306365966796875e+01 9.395421028137207031e+00 -3.127999067306518555e+00 1.115678710937500000e+02 9.524330139160156250e+01 1.116616821289062500e+02 9.527306365966796875e+01 9.395421028137207031e+00 -3.127999067306518555e+00
1.114357223510742188e+02 9.498959350585937500e+01 1.090682983398437500e+02 9.621110534667968750e+01 3.578511238098144531e+00 -6.312675952911376953e+00 1.114357223510742188e+02 9.498959350585937500e+01 1.090682983398437500e+02 9.621110534667968750e+01 3.578511238098144531e+00 -6.312675952911376953e+00
1.149368133544921875e+02 9.582223510742187500e+01 1.114330825805664062e+02 9.538471984863281250e+01 8.410385131835937500e+00 -5.498927116394042969e+00 1.149368133544921875e+02 9.582223510742187500e+01 1.114330825805664062e+02 9.538471984863281250e+01 8.410385131835937500e+00 -5.498927116394042969e+00
1.034916458129882812e+02 9.741527557373046875e+01 1.035218582153320312e+02 9.744436645507812500e+01 2.418638229370117188e+00 -2.478826999664306641e+00 1.034916458129882812e+02 9.741527557373046875e+01 1.035218582153320312e+02 9.744436645507812500e+01 2.418638229370117188e+00 -2.478826999664306641e+00
1.077527618408203125e+02 9.628176116943359375e+01 1.050214004516601562e+02 9.655252075195312500e+01 2.821711301803588867e+00 -4.447193145751953125e+00 1.077527618408203125e+02 9.628176116943359375e+01 1.050214004516601562e+02 9.655252075195312500e+01 2.821711301803588867e+00 -4.447193145751953125e+00
1.075679244995117188e+02 9.651644134521484375e+01 1.117890853881835938e+02 9.650494384765625000e+01 5.977265834808349609e+00 -3.965225934982299805e+00 1.075679244995117188e+02 9.651644134521484375e+01 1.117890853881835938e+02 9.650494384765625000e+01 5.977265834808349609e+00 -3.965225934982299805e+00
1.053246994018554688e+02 9.688645172119140625e+01 1.043873977661132812e+02 9.698709106445312500e+01 2.646145105361938477e+00 -2.889771699905395508e+00 1.053246994018554688e+02 9.688645172119140625e+01 1.043873977661132812e+02 9.698709106445312500e+01 2.646145105361938477e+00 -2.889771699905395508e+00
1.068666229248046875e+02 9.673081207275390625e+01 1.044221267700195312e+02 9.713820648193359375e+01 2.901500940322875977e+00 -3.029561519622802734e+00 1.068666229248046875e+02 9.673081207275390625e+01 1.044221267700195312e+02 9.713820648193359375e+01 2.901500940322875977e+00 -3.029561519622802734e+00
1.037775192260742188e+02 9.737059783935546875e+01 1.041609878540039062e+02 9.724440002441406250e+01 3.126266002655029297e+00 -2.513651132583618164e+00 1.037775192260742188e+02 9.737059783935546875e+01 1.041609878540039062e+02 9.724440002441406250e+01 3.126266002655029297e+00 -2.513651132583618164e+00
1.091312179565429688e+02 9.647283935546875000e+01 1.143555908203125000e+02 9.623718261718750000e+01 1.084642028808593750e+01 -3.138795852661132812e+00 1.091312179565429688e+02 9.647283935546875000e+01 1.143555908203125000e+02 9.623718261718750000e+01 1.084642028808593750e+01 -3.138795852661132812e+00
1.070529327392578125e+02 9.642564392089843750e+01 1.065967559814453125e+02 9.638565063476562500e+01 4.662985324859619141e+00 -4.200190067291259766e+00 1.070529327392578125e+02 9.642564392089843750e+01 1.065967559814453125e+02 9.638565063476562500e+01 4.662985324859619141e+00 -4.200190067291259766e+00
1.081925811767578125e+02 9.645385742187500000e+01 1.079029541015625000e+02 9.646972656250000000e+01 5.104477882385253906e+00 -3.524954557418823242e+00 1.081925811767578125e+02 9.645385742187500000e+01 1.079029541015625000e+02 9.646972656250000000e+01 5.104477882385253906e+00 -3.524954557418823242e+00
1.147175140380859375e+02 9.523397827148437500e+01 1.131445083618164062e+02 9.566689300537109375e+01 6.036875247955322266e+00 -4.059446334838867188e+00 1.147175140380859375e+02 9.523397827148437500e+01 1.131445083618164062e+02 9.566689300537109375e+01 6.036875247955322266e+00 -4.059446334838867188e+00
1.115400924682617188e+02 9.520420837402343750e+01 1.086153945922851562e+02 9.580197906494140625e+01 4.036504268646240234e+00 -5.036292076110839844e+00 1.115400924682617188e+02 9.520420837402343750e+01 1.086153945922851562e+02 9.580197906494140625e+01 4.036504268646240234e+00 -5.036292076110839844e+00
1.078479232788085938e+02 9.602575683593750000e+01 1.066401748657226562e+02 9.671438598632812500e+01 2.899765491485595703e+00 -4.869688987731933594e+00 1.078479232788085938e+02 9.602575683593750000e+01 1.066401748657226562e+02 9.671438598632812500e+01 2.899765491485595703e+00 -4.869688987731933594e+00
1.043114624023437500e+02 9.670049285888671875e+01 1.099101715087890625e+02 9.655898284912109375e+01 3.317798376083374023e+00 -3.466092824935913086e+00 1.043114624023437500e+02 9.670049285888671875e+01 1.099101715087890625e+02 9.655898284912109375e+01 3.317798376083374023e+00 -3.466092824935913086e+00
1.089197006225585938e+02 9.650028228759765625e+01 1.054091644287109375e+02 9.642916870117187500e+01 4.629270553588867188e+00 -3.071330547332763672e+00 1.089197006225585938e+02 9.650028228759765625e+01 1.054091644287109375e+02 9.642916870117187500e+01 4.629270553588867188e+00 -3.071330547332763672e+00
1.066149902343750000e+02 9.664583587646484375e+01 1.047528152465820312e+02 9.601638031005859375e+01 3.715026855468750000e+00 -3.191720724105834961e+00 1.066149902343750000e+02 9.664583587646484375e+01 1.047528152465820312e+02 9.601638031005859375e+01 3.715026855468750000e+00 -3.191720724105834961e+00
1.087670364379882812e+02 9.636263275146484375e+01 1.099355621337890625e+02 9.661151885986328125e+01 3.201240777969360352e+00 -5.194952964782714844e+00 1.087670364379882812e+02 9.636263275146484375e+01 1.099355621337890625e+02 9.661151885986328125e+01 3.201240777969360352e+00 -5.194952964782714844e+00
1.078030014038085938e+02 9.560431671142578125e+01 1.110178756713867188e+02 9.553165435791015625e+01 5.146620750427246094e+00 -3.152275562286376953e+00 1.078030014038085938e+02 9.560431671142578125e+01 1.110178756713867188e+02 9.553165435791015625e+01 5.146620750427246094e+00 -3.152275562286376953e+00
1.052439880371093750e+02 9.701132202148437500e+01 1.064098358154296875e+02 9.691252899169921875e+01 4.479235172271728516e+00 -3.163232088088989258e+00 1.052439880371093750e+02 9.701132202148437500e+01 1.064098358154296875e+02 9.691252899169921875e+01 4.479235172271728516e+00 -3.163232088088989258e+00
1.060788497924804688e+02 9.676322937011718750e+01 1.040971679687500000e+02 9.683019256591796875e+01 3.241456031799316406e+00 -2.895748138427734375e+00 1.060788497924804688e+02 9.676322937011718750e+01 1.040971679687500000e+02 9.683019256591796875e+01 3.241456031799316406e+00 -2.895748138427734375e+00
1.064756164550781250e+02 9.592875671386718750e+01 1.040127868652343750e+02 9.631050872802734375e+01 3.241122961044311523e+00 -3.609421968460083008e+00 1.064756164550781250e+02 9.592875671386718750e+01 1.040127868652343750e+02 9.631050872802734375e+01 3.241122961044311523e+00 -3.609421968460083008e+00
1.105517272949218750e+02 9.613871002197265625e+01 1.131799087524414062e+02 9.659503936767578125e+01 6.545118808746337891e+00 -5.540647029876708984e+00 1.105517272949218750e+02 9.613871002197265625e+01 1.131799087524414062e+02 9.659503936767578125e+01 6.545118808746337891e+00 -5.540647029876708984e+00
1.071306381225585938e+02 9.497647094726562500e+01 1.105736846923828125e+02 9.632487487792968750e+01 4.339138507843017578e+00 -5.109838962554931641e+00 1.071306381225585938e+02 9.497647094726562500e+01 1.105736846923828125e+02 9.632487487792968750e+01 4.339138507843017578e+00 -5.109838962554931641e+00
1.141002731323242188e+02 9.629669189453125000e+01 1.051038513183593750e+02 9.566266632080078125e+01 3.361948966979980469e+00 -4.713843345642089844e+00 1.141002731323242188e+02 9.629669189453125000e+01 1.051038513183593750e+02 9.566266632080078125e+01 3.361948966979980469e+00 -4.713843345642089844e+00
1.045296936035156250e+02 9.678396606445312500e+01 1.057977066040039062e+02 9.689788818359375000e+01 3.596874475479125977e+00 -2.877746820449829102e+00 1.045296936035156250e+02 9.678396606445312500e+01 1.057977066040039062e+02 9.689788818359375000e+01 3.596874475479125977e+00 -2.877746820449829102e+00
1.071221313476562500e+02 9.685074615478515625e+01 1.062590560913085938e+02 9.709819793701171875e+01 2.729308366775512695e+00 -3.950906038284301758e+00 1.071221313476562500e+02 9.685074615478515625e+01 1.062590560913085938e+02 9.709819793701171875e+01 2.729308366775512695e+00 -3.950906038284301758e+00
1.112835388183593750e+02 9.556730651855468750e+01 1.100251464843750000e+02 9.573587799072265625e+01 3.700959920883178711e+00 -7.044586181640625000e+00 1.112835388183593750e+02 9.556730651855468750e+01 1.100251464843750000e+02 9.573587799072265625e+01 3.700959920883178711e+00 -7.044586181640625000e+00
1.039418869018554688e+02 9.674905395507812500e+01 1.081026077270507812e+02 9.655162811279296875e+01 3.748590469360351562e+00 -3.161292076110839844e+00 1.039418869018554688e+02 9.674905395507812500e+01 1.081026077270507812e+02 9.655162811279296875e+01 3.748590469360351562e+00 -3.161292076110839844e+00
1.041875991821289062e+02 9.697401428222656250e+01 1.056677551269531250e+02 9.713661956787109375e+01 3.686597585678100586e+00 -3.707917451858520508e+00 1.041875991821289062e+02 9.697401428222656250e+01 1.056677551269531250e+02 9.713661956787109375e+01 3.686597585678100586e+00 -3.707917451858520508e+00
1.041082611083984375e+02 9.648508453369140625e+01 1.048916168212890625e+02 9.668283843994140625e+01 2.904920339584350586e+00 -2.875677585601806641e+00 1.041082611083984375e+02 9.648508453369140625e+01 1.048916168212890625e+02 9.668283843994140625e+01 2.904920339584350586e+00 -2.875677585601806641e+00
1.167183685302734375e+02 9.569316101074218750e+01 1.118287277221679688e+02 9.571616363525390625e+01 6.909709930419921875e+00 -5.830714225769042969e+00 1.167183685302734375e+02 9.569316101074218750e+01 1.118287277221679688e+02 9.571616363525390625e+01 6.909709930419921875e+00 -5.830714225769042969e+00
1.075141677856445312e+02 9.622821807861328125e+01 1.055283737182617188e+02 9.659455108642578125e+01 3.134621381759643555e+00 -4.445729255676269531e+00 1.075141677856445312e+02 9.622821807861328125e+01 1.055283737182617188e+02 9.659455108642578125e+01 3.134621381759643555e+00 -4.445729255676269531e+00
1.096708679199218750e+02 9.588668060302734375e+01 1.138382644653320312e+02 9.584867858886718750e+01 5.575109004974365234e+00 -5.380402565002441406e+00 1.096708679199218750e+02 9.588668060302734375e+01 1.138382644653320312e+02 9.584867858886718750e+01 5.575109004974365234e+00 -5.380402565002441406e+00
1.160816802978515625e+02 9.635082244873046875e+01 1.085022048950195312e+02 9.652996826171875000e+01 6.007971286773681641e+00 -3.286682844161987305e+00 1.160816802978515625e+02 9.635082244873046875e+01 1.085022048950195312e+02 9.652996826171875000e+01 6.007971286773681641e+00 -3.286682844161987305e+00
1.115317840576171875e+02 9.605970764160156250e+01 1.128838806152343750e+02 9.560715484619140625e+01 6.874190330505371094e+00 -4.593179225921630859e+00 1.115317840576171875e+02 9.605970764160156250e+01 1.128838806152343750e+02 9.560715484619140625e+01 6.874190330505371094e+00 -4.593179225921630859e+00
1.092631988525390625e+02 9.605461883544921875e+01 1.063784332275390625e+02 9.614198303222656250e+01 4.087963104248046875e+00 -4.944688320159912109e+00 1.092631988525390625e+02 9.605461883544921875e+01 1.063784332275390625e+02 9.614198303222656250e+01 4.087963104248046875e+00 -4.944688320159912109e+00
1.122854843139648438e+02 9.577320098876953125e+01 1.119495010375976562e+02 9.602336883544921875e+01 4.609282493591308594e+00 -7.733754634857177734e+00 1.122854843139648438e+02 9.577320098876953125e+01 1.119495010375976562e+02 9.602336883544921875e+01 4.609282493591308594e+00 -7.733754634857177734e+00
1.124384689331054688e+02 9.650044250488281250e+01 1.082943344116210938e+02 9.632666778564453125e+01 4.214363098144531250e+00 -5.440648078918457031e+00 1.124384689331054688e+02 9.650044250488281250e+01 1.082943344116210938e+02 9.632666778564453125e+01 4.214363098144531250e+00 -5.440648078918457031e+00
1.138187561035156250e+02 9.570822906494140625e+01 1.061607818603515625e+02 9.614392852783203125e+01 5.636805534362792969e+00 -3.560897350311279297e+00 1.138187561035156250e+02 9.570822906494140625e+01 1.061607818603515625e+02 9.614392852783203125e+01 5.636805534362792969e+00 -3.560897350311279297e+00
1.083336257934570312e+02 9.553215026855468750e+01 1.114461059570312500e+02 9.552459716796875000e+01 5.160025596618652344e+00 -4.872385501861572266e+00 1.083336257934570312e+02 9.553215026855468750e+01 1.114461059570312500e+02 9.552459716796875000e+01 5.160025596618652344e+00 -4.872385501861572266e+00
1.053523788452148438e+02 9.650382232666015625e+01 1.046273651123046875e+02 9.660138702392578125e+01 2.678867101669311523e+00 -4.088034629821777344e+00 1.053523788452148438e+02 9.650382232666015625e+01 1.046273651123046875e+02 9.660138702392578125e+01 2.678867101669311523e+00 -4.088034629821777344e+00
1.167715377807617188e+02 9.537390136718750000e+01 1.121117248535156250e+02 9.527091979980468750e+01 6.454433917999267578e+00 -5.005880832672119141e+00 1.167715377807617188e+02 9.537390136718750000e+01 1.121117248535156250e+02 9.527091979980468750e+01 6.454433917999267578e+00 -5.005880832672119141e+00
1.051494522094726562e+02 9.703379821777343750e+01 1.139138412475585938e+02 9.647640991210937500e+01 3.046166658401489258e+00 -4.878152370452880859e+00 1.051494522094726562e+02 9.703379821777343750e+01 1.139138412475585938e+02 9.647640991210937500e+01 3.046166658401489258e+00 -4.878152370452880859e+00
1.050238418579101562e+02 9.655669403076171875e+01 1.072171401977539062e+02 9.656571960449218750e+01 3.828576803207397461e+00 -2.876524686813354492e+00 1.050238418579101562e+02 9.655669403076171875e+01 1.072171401977539062e+02 9.656571960449218750e+01 3.828576803207397461e+00 -2.876524686813354492e+00
1.134102859497070312e+02 9.583493804931640625e+01 1.075372619628906250e+02 9.601032257080078125e+01 4.796315670013427734e+00 -5.146273136138916016e+00 1.134102859497070312e+02 9.583493804931640625e+01 1.075372619628906250e+02 9.601032257080078125e+01 4.796315670013427734e+00 -5.146273136138916016e+00
1.053247070312500000e+02 9.673197174072265625e+01 1.051436462402343750e+02 9.713922882080078125e+01 3.647548675537109375e+00 -2.576097011566162109e+00 1.053247070312500000e+02 9.673197174072265625e+01 1.051436462402343750e+02 9.713922882080078125e+01 3.647548675537109375e+00 -2.576097011566162109e+00
1.133669967651367188e+02 9.627790832519531250e+01 1.125886993408203125e+02 9.617719268798828125e+01 3.207709550857543945e+00 -5.365553379058837891e+00 1.133669967651367188e+02 9.627790832519531250e+01 1.125886993408203125e+02 9.617719268798828125e+01 3.207709550857543945e+00 -5.365553379058837891e+00
1.064473648071289062e+02 9.640270996093750000e+01 1.060019149780273438e+02 9.670128631591796875e+01 2.764373302459716797e+00 -4.825902462005615234e+00 1.064473648071289062e+02 9.640270996093750000e+01 1.060019149780273438e+02 9.670128631591796875e+01 2.764373302459716797e+00 -4.825902462005615234e+00
1.103193435668945312e+02 9.650539398193359375e+01 1.055041275024414062e+02 9.705320739746093750e+01 2.872615575790405273e+00 -4.720116138458251953e+00 1.103193435668945312e+02 9.650539398193359375e+01 1.055041275024414062e+02 9.705320739746093750e+01 2.872615575790405273e+00 -4.720116138458251953e+00
1.072080078125000000e+02 9.677268218994140625e+01 1.047770767211914062e+02 9.691599273681640625e+01 4.572069168090820312e+00 -3.889224052429199219e+00 1.072080078125000000e+02 9.677268218994140625e+01 1.047770767211914062e+02 9.691599273681640625e+01 4.572069168090820312e+00 -3.889224052429199219e+00
